"groupID","featureID","Control","IL6","SKMM2_drna_ctrl1","SKMM2_drna_ctrl2","SKMM2_drna_ctrl3","SKMM2_drna_IL61","SKMM2_drna_IL62","SKMM2_drna_IL63","GENENAME","HGNC","Length","Class","GC"
"ENSG00000002549.13","ENST00000226299.9",190.460645959656,365.244501417747,168.427875286573,214.183659314757,188.770403277637,352.972351288362,334.314835301537,408.446317663341,"ENSG00000002549.13","LAP3",2209,"protein_coding",0.4903
"ENSG00000002549.13","ENST00000618908.4",190.460645959656,365.244501417747,168.427875286573,214.183659314757,188.770403277637,352.972351288362,334.314835301537,408.446317663341,"ENSG00000002549.13","LAP3",2100,"protein_coding",0.4805
"ENSG00000002822.16","ENST00000265854.12",12.160694738182,3.89871528048439,20.5856292016923,0,15.8964550128536,0,11.6961458414532,0,"ENSG00000002822.16","MAD1L1",2695,"protein_coding",0.6226
"ENSG00000002822.16","ENST00000399654.6",11.8109332383068,16.8816036976832,15.9070771103986,11.577495098095,7.94822750642681,10.4093722900053,23.3922916829064,16.8431471201378,"ENSG00000002822.16","MAD1L1",2762,"protein_coding",0.6224
"ENSG00000002822.16","ENST00000406869.5",10.4060554743773,12.7630093007991,0,19.2958251634916,11.9223412596402,24.6039708672853,0,13.6850570351119,"ENSG00000002822.16","MAD1L1",2991,"protein_coding",0.6259
"ENSG00000003400.16","ENST00000286186.11",40.3105751136068,55.5796512945707,32.7498646390559,41.486024101507,46.6958366002575,61.5099271682132,39.961831624965,65.2671950905339,"ENSG00000003400.16","CASP10",5668,"protein_coding",0.4614
"ENSG00000003400.16","ENST00000374650.8",6.0998491489639,6.7555520937591,7.48568334606993,3.85916503269832,6.95469906812346,2.83891971545599,5.84807292072659,11.5796636450947,"ENSG00000003400.16","CASP10",1414,"protein_coding",0.4505
"ENSG00000003402.21","ENST00000309955.8",25.2875553736868,29.6564367045896,29.9427333842797,26.0493639707137,19.870568766067,31.2281168700159,28.2656857835119,29.4755074602411,"ENSG00000003402.21","CFLAR",14612,"protein_coding",0.4406
"ENSG00000003402.21","ENST00000341222.10",7.70772002599251,4.97268535377565,8.42139376432867,6.75353880722207,7.94822750642681,5.67783943091198,2.9240364603633,6.31618017005167,"ENSG00000003402.21","CFLAR",1283,"protein_coding",0.4708
"ENSG00000003402.21","ENST00000395148.6",5.83629918947503,12.2077975817265,2.80713125477622,6.75353880722207,7.94822750642681,15.1409051490986,7.79743056096879,13.6850570351119,"ENSG00000003402.21","CFLAR",4415,"protein_coding",0.5298
"ENSG00000003402.21","ENST00000490965.1",13.4566621424577,26.0258776114663,20.5856292016923,2.89437377452374,16.889983451157,26.4965840109226,26.3163281432697,25.2647206802067,"ENSG00000003402.21","CFLAR",529,"protein_coding_CDS_not_defined",0.5614
"ENSG00000004455.18","ENST00000373449.7",222.225174523162,287.550486000908,221.763369127322,206.46532924936,238.446825192804,296.193956979242,248.54309913088,317.914401892601,"ENSG00000004455.18","AK2",3597,"protein_coding",0.4629
"ENSG00000004455.18","ENST00000672715.1",350.904998088869,468.110311233086,311.591569280161,368.55026062269,372.573164363757,405.965519310207,481.491337139823,516.874077249228,"ENSG00000004455.18","AK2",5970,"protein_coding",0.4523
"ENSG00000004487.18","ENST00000356634.7",110.707007197777,139.010238363767,115.092381445825,118.669324755473,98.3593153920317,147.623825203712,132.556319536469,136.850570351119,"ENSG00000004487.18","KDM1A",3033,"protein_coding",0.5117
"ENSG00000004487.18","ENST00000400181.9",45.3781213710462,44.9868609969453,43.9783896581608,41.486024101507,50.6699503534709,47.3153285909332,36.0631163444807,51.582138055422,"ENSG00000004487.18","KDM1A",3085,"protein_coding",0.5105
"ENSG00000004534.15","ENST00000266022.9",17.3254062351989,17.9693774579965,20.5856292016923,13.5070776144441,17.8835118894603,40.6911825882026,5.84807292072659,7.36887686506028,"ENSG00000004534.15","RBM6",3630,"protein_coding",0.4796
"ENSG00000004534.15","ENST00000442092.5",8.04870433866127,13.792074071444,6.54997292781119,9.64791258174581,7.94822750642681,11.355678861824,19.493576402422,10.5269669500861,"ENSG00000004534.15","RBM6",2260,"protein_coding",0.4956
"ENSG00000004534.15","ENST00000443081.5",2.25117960240736,4.40564992859562,0,6.75353880722207,0,0,5.84807292072659,7.36887686506028,"ENSG00000004534.15","RBM6",4010,"protein_coding",0.4783
"ENSG00000004700.16","ENST00000421138.6",17.9110114937954,14.3851154549199,21.521339619951,19.2958251634916,12.9158696979436,17.033518292736,15.5948611219376,10.5269669500861,"ENSG00000004700.16","RECQL",2572,"protein_coding",0.3733
"ENSG00000004700.16","ENST00000444129.7",76.9682899002713,69.983318504377,68.3068605328881,78.148091912141,84.4499172557848,76.6508323173118,83.8223785304145,49.4767446654047,"ENSG00000004700.16","RECQL",3745,"protein_coding",0.3746
"ENSG00000004866.22","ENST00000323984.8",10.5726693008133,13.8251711558341,14.0356562738811,6.75353880722207,10.9288128213369,13.2482920054613,15.5948611219376,12.6323603401033,"ENSG00000004866.22","ST7",2093,"protein_coding",0.4505
"ENSG00000004866.22","ENST00000393451.7",62.4118132329393,58.3996639217507,55.2069146772657,70.4297618467444,61.5987631748078,61.5099271682132,52.6326562865393,61.0564083104994,"ENSG00000004866.22","ST7",2110,"protein_coding",0.4815
"ENSG00000005007.14","ENST00000262803.10",30.3945634039215,18.4493239012801,31.8141542207972,41.486024101507,17.8835118894603,16.0872117209173,22.4176128627853,16.8431471201378,"ENSG00000005007.14","UPF1",5321,"protein_coding",0.6036
"ENSG00000005007.14","ENST00000596842.5",76.0160456350095,78.784155467159,88.8924897345804,64.6410142976969,74.5146328727513,84.2212848918611,72.1262326889613,80.0049488206544,"ENSG00000005007.14","UPF1",3825,"retained_intron",0.5838
"ENSG00000005175.10","ENST00000005386.8",57.7648517013819,55.8227992580188,62.6925980233356,55.9578929741257,54.6440641066843,60.5636205963945,58.4807292072659,48.4240479703961,"ENSG00000005175.10","RPAP3",4339,"protein_coding",0.3547
"ENSG00000005175.10","ENST00000380650.4",10.5727838540757,12.9332427906137,13.0999458556224,8.68312132357123,9.93528438303351,7.57045257454931,17.5442187621798,13.6850570351119,"ENSG00000005175.10","RPAP3",2149,"protein_coding",0.3667
"ENSG00000005187.12","ENST00000289416.10",71.3382954165523,46.6005074693482,68.3068605328881,78.148091912141,67.5599338046279,44.4764088754772,58.4807292072659,36.8443843253014,"ENSG00000005187.12","ACSM3",2533,"protein_coding",0.3916
"ENSG00000005187.12","ENST00000440284.6",3.85859226638654,7.64038933288528,4.6785520912937,1.92958251634916,4.96764219151675,6.62414600273065,6.82275174084769,9.4742702550775,"ENSG00000005187.12","ACSM3",1517,"protein_coding",0.4351
"ENSG00000005194.15","ENST00000394391.9",43.4869696481311,64.3659506717746,43.0426792399021,33.7676940361103,53.6505356683809,54.8857811654825,75.0502691493246,63.1618017005167,"ENSG00000005194.15","CIAPIN1",2021,"protein_coding",0.4943
"ENSG00000005194.15","ENST00000567518.5",7.43436189993601,15.5962141897101,5.61426250955244,6.75353880722207,9.93528438303351,14.19459857728,13.6455034816954,18.948540510155,"ENSG00000005194.15","CIAPIN1",2016,"protein_coding",0.4995
"ENSG00000005206.17","ENST00000610743.4",3.82985508625777,9.50699651822677,4.6785520912937,4.8239562908729,1.9870568766067,12.3019854336426,7.79743056096879,8.42157356006889,"ENSG00000005206.17","SPPL2B",2583,"protein_coding",0.6492
"ENSG00000005206.17","ENST00000613503.5",44.3558557526141,25.3642680252782,43.9783896581608,44.3803978760307,44.7087797236508,30.2818102981972,19.493576402422,26.3174173752153,"ENSG00000005206.17","SPPL2B",3691,"protein_coding",0.6443
"ENSG00000005302.19","ENST00000312196.10",9.59852808912055,15.8984651958441,12.1642354373636,8.68312132357123,7.94822750642681,15.1409051490986,27.2910069633908,5.26348347504306,"ENSG00000005302.19","MSL3",2286,"protein_coding",0.4427
"ENSG00000005302.19","ENST00000649078.1",14.1293953675393,6.67516792886499,14.0356562738811,15.4366601307933,12.9158696979436,5.67783943091198,4.87339410060549,9.4742702550775,"ENSG00000005302.19","MSL3",2507,"protein_coding",0.4388
"ENSG00000005436.14","ENST00000321027.8",53.0410285829564,50.3965597283473,72.049702205923,45.3451891342053,41.7281944087407,48.2616351627519,55.5566927469026,47.3713512753875,"ENSG00000005436.14","GCFC2",4367,"protein_coding",0.3792
"ENSG00000005436.14","ENST00000470503.1",19.6821846046031,17.8667299243624,18.7142083651748,13.5070776144441,26.8252678341905,23.6576642954666,20.4682552225431,9.4742702550775,"ENSG00000005436.14","GCFC2",1066,"protein_coding",0.4634
"ENSG00000005483.23","ENST00000311117.8",35.6260992147142,27.0951305925955,33.6855750573147,44.3803978760307,28.8123247107972,17.033518292736,38.987152804844,25.2647206802067,"ENSG00000005483.23","KMT2E",7782,"protein_coding",0.4194
"ENSG00000005483.23","ENST00000478079.2",15.4351709383827,14.9862456988729,12.1642354373636,21.2254076798408,12.9158696979436,28.3891971545599,16.5695399420587,0,"ENSG00000005483.23","KMT2E",6867,"nonsense_mediated_decay",0.4316
"ENSG00000005486.17","ENST00000006777.11",60.0511505045663,67.3146167908845,43.9783896581608,64.6410142976969,71.5340475578413,71.9192994582185,72.1262326889613,57.8983182254736,"ENSG00000005486.17","RHBDD2",1721,"protein_coding",0.606
"ENSG00000005486.17","ENST00000318622.8",26.4060698055976,12.4925023112826,26.1998917112447,21.2254076798408,31.7929100257072,11.355678861824,15.5948611219376,10.5269669500861,"ENSG00000005486.17","RHBDD2",1878,"protein_coding",0.6012
"ENSG00000005486.17","ENST00000428119.1",4.18076211875652,12.0389403914611,0,12.5422863562696,0,15.1409051490986,0.974678820121099,20.0012372051636,"ENSG00000005486.17","RHBDD2",1274,"protein_coding",0.5981
"ENSG00000005810.20","ENST00000357337.11",18.145022400319,13.4941848240824,32.7498646390559,5.78874754904748,15.8964550128536,15.1409051490986,25.3416493231486,0,"ENSG00000005810.20","MYCBP2",15257,"protein_coding",0.443
"ENSG00000005810.20","ENST00000544440.7",42.7396659014285,38.2171343949233,32.7498646390559,63.6762230395223,31.7929100257072,30.2818102981972,50.6832986462971,33.6862942402756,"ENSG00000005810.20","MYCBP2",15077,"protein_coding",0.4424
"ENSG00000005810.20","ENST00000682321.1",17.9676839812164,7.57045257454931,28.0713125477622,0,25.8317393958871,22.7113577236479,0,0,"ENSG00000005810.20","MYCBP2",17482,"protein_coding",0.4366
"ENSG00000005810.20","ENST00000683823.1",7.29979684628565,39.4069520075053,9.35710418258741,12.5422863562696,0,32.1744234418346,42.8858680853283,43.1605644953531,"ENSG00000005810.20","MYCBP2",17326,"protein_coding",0.436
"ENSG00000005810.20","ENST00000695079.1",14.7209244337347,7.25501705060976,0,18.331033905317,25.8317393958871,21.7650511518293,0,0,"ENSG00000005810.20","MYCBP2",17221,"protein_coding",0.4365
"ENSG00000005844.19","ENST00000356798.11",17.5401444683743,33.6473443682244,32.7498646390559,0,19.870568766067,45.4227154472959,16.5695399420587,38.9497777153186,"ENSG00000005844.19","ITGAL",5129,"protein_coding",0.5525
"ENSG00000005844.19","ENST00000678203.1",22.703377224932,2.9240364603633,0,48.239562908729,19.870568766067,0,8.77210938108989,0,"ENSG00000005844.19","ITGAL",5711,"nonsense_mediated_decay",0.5493
"ENSG00000005882.12","ENST00000503176.6",46.6970167011141,37.170531091626,58.0140459320419,46.3099803923799,35.7670237789206,28.3891971545599,39.961831624965,43.1605644953531,"ENSG00000005882.12","PDK2",3364,"protein_coding",0.5966
"ENSG00000005882.12","ENST00000505897.5",39.5128558949177,34.6456706005603,43.0426792399021,33.7676940361103,41.7281944087407,37.8522628727466,29.240364603633,36.8443843253014,"ENSG00000005882.12","PDK2",865,"retained_intron",0.5468
"ENSG00000005884.18","ENST00000320031.13",22.4421078787389,9.99974891414957,21.521339619951,29.908529003412,15.8964550128536,8.51675914636798,7.79743056096879,13.6850570351119,"ENSG00000005884.18","ITGA3",4889,"protein_coding",0.6089
"ENSG00000005884.18","ENST00000506437.1",10.3764018681497,7.53399920969533,7.48568334606993,6.75353880722207,16.889983451157,9.46306571818664,6.82275174084769,6.31618017005167,"ENSG00000005884.18","ITGA3",3055,"retained_intron",0.5483
"ENSG00000005889.16","ENST00000304543.10",16.6622520701602,12.4830448951817,27.1356021295035,0,22.8511540809771,12.3019854336426,14.6201823018165,10.5269669500861,"ENSG00000005889.16","ZFX",7612,"protein_coding",0.389
"ENSG00000005889.16","ENST00000379177.5",2.25117960240736,9.81769946215313,0,6.75353880722207,0,18.9261314363733,0,10.5269669500861,"ENSG00000005889.16","ZFX",7558,"protein_coding",0.3901
"ENSG00000005893.17","ENST00000200639.9",228.5227802972,199.612622435641,223.634789963839,235.409066994598,226.524483933164,165.603650068266,216.378698066884,216.855519171774,"ENSG00000005893.17","LAMP2",6535,"protein_coding",0.3598
"ENSG00000005893.17","ENST00000371335.4",94.7870514928192,98.8528406673869,105.735277263238,107.091829657378,71.5340475578413,116.395708333696,103.315954932836,76.8468587356286,"ENSG00000005893.17","LAMP2",4030,"protein_coding",0.3772
"ENSG00000006015.18","ENST00000358607.11",182.074039794458,111.679058677743,183.399241978713,193.923042893091,168.89983451157,123.019854336426,86.7464149907778,125.270906706025,"ENSG00000006015.18","REX1BD",767,"protein_coding",0.6806
"ENSG00000006015.18","ENST00000450195.6",64.7000489896324,41.624458091183,65.4997292781119,52.0987279414274,76.501689749358,37.8522628727466,43.8605469054494,43.1605644953531,"ENSG00000006015.18","REX1BD",702,"protein_coding",0.6752
"ENSG00000006015.18","ENST00000597371.1",38.8028374090256,27.4351957752816,41.1712584033846,42.4508153596816,32.7864384640106,35.0133431572906,27.2910069633908,20.0012372051636,"ENSG00000006015.18","REX1BD",1081,"retained_intron",0.6827
"ENSG00000006125.18","ENST00000610402.5",35.9565880412412,47.1168995335602,39.2998375668671,32.8029027779357,35.7670237789206,43.5301023036585,53.6073351066604,44.2132611903617,"ENSG00000006125.18","AP2B1",5700,"protein_coding",0.4661
"ENSG00000006125.18","ENST00000621914.4",84.6893587920131,69.7354457048412,90.7639105710979,87.7960044938869,75.5081613110547,72.8656060300371,72.1262326889613,64.2144983955253,"ENSG00000006125.18","AP2B1",5702,"protein_coding",0.466
"ENSG00000006194.11","ENST00000219069.6",16.6914474633384,21.0721148338179,23.3927604564685,4.8239562908729,21.8576256426737,8.51675914636798,39.961831624965,14.7377537301206,"ENSG00000006194.11","ZNF263",3282,"protein_coding",0.5527
"ENSG00000006194.11","ENST00000574253.2",27.0015977840241,28.9016292569426,24.3284708747273,31.8381115197612,24.8382109575838,27.4428905827413,22.4176128627853,36.8443843253014,"ENSG00000006194.11","ZNF263",4920,"protein_coding",0.5173
"ENSG00000006194.11","ENST00000575823.2",32.1036904759288,27.692896812159,21.521339619951,24.1197814543645,50.6699503534709,27.4428905827413,28.2656857835119,27.3701140702239,"ENSG00000006194.11","ZNF263",4917,"protein_coding",0.5184
"ENSG00000006282.22","ENST00000006658.11",8.43804216459406,2.43028633005759,0.935710418258741,15.4366601307933,8.94175594473016,0,0.974678820121099,6.31618017005167,"ENSG00000006282.22","SPATA20",2634,"protein_coding",0.6135
"ENSG00000006282.22","ENST00000503063.5",12.5117163239431,11.2969543843044,14.9713666921399,9.64791258174581,12.9158696979436,11.355678861824,7.79743056096879,14.7377537301206,"ENSG00000006282.22","SPATA20",3232,"retained_intron",0.6012
"ENSG00000006282.22","ENST00000503127.5",10.2028332547535,0.324892940040366,16.8427875286573,4.8239562908729,8.94175594473016,0,0.974678820121099,0,"ENSG00000006282.22","SPATA20",2734,"nonsense_mediated_decay",0.6152
"ENSG00000006576.17","ENST00000248550.7",9.91989606865403,13.949107555602,14.0356562738811,5.78874754904748,9.93528438303351,15.1409051490986,21.4429340426642,5.26348347504306,"ENSG00000006576.17","PHTF2",4778,"protein_coding",0.3621
"ENSG00000006576.17","ENST00000307305.12",20.0944503563282,17.1781243894211,27.1356021295035,21.2254076798408,11.9223412596402,13.2482920054613,21.4429340426642,16.8431471201378,"ENSG00000006576.17","PHTF2",4793,"protein_coding",0.3712
"ENSG00000006576.17","ENST00000416283.6",3.1868900206661,5.11317029573856,2.80713125477622,6.75353880722207,0,8.51675914636798,6.82275174084769,0,"ENSG00000006576.17","PHTF2",5198,"protein_coding",0.3696
"ENSG00000006576.17","ENST00000424760.5",7.10295664731018,8.80756501156096,7.48568334606993,2.89437377452374,10.9288128213369,9.46306571818664,11.6961458414532,5.26348347504306,"ENSG00000006576.17","PHTF2",1977,"protein_coding",0.4224
"ENSG00000006625.18","ENST00000275428.9",258.359673749818,208.101265425608,261.063206694189,254.704892158089,259.310922397175,218.596818090111,244.644383850396,161.062594336318,"ENSG00000006625.18","GGCT",1158,"protein_coding",0.4283
"ENSG00000006625.18","ENST00000440082.5",140.136642280169,115.756088564593,136.613721065776,111.915785948251,171.88041982648,122.073547764608,106.2399913932,118.954726535973,"ENSG00000006625.18","GGCT",1012,"nonsense_mediated_decay",0.4308
"ENSG00000006744.19","ENST00000338034.9",61.8885976729303,50.9646006318358,58.9497563503007,82.0072569448394,44.7087797236508,47.3153285909332,75.0502691493246,30.5282041552497,"ENSG00000006744.19","ELAC2",3767,"protein_coding",0.5413
"ENSG00000006744.19","ENST00000465825.5",11.5561604660243,4.21078678003444,17.7784979469161,0,16.889983451157,0,0,12.6323603401033,"ENSG00000006744.19","ELAC2",2793,"retained_intron",0.5593
"ENSG00000006757.12","ENST00000381042.9",45.2919098306599,29.620973330193,43.9783896581608,50.1691454250782,41.7281944087407,32.1744234418346,28.2656857835119,28.4228107652325,"ENSG00000006757.12","PNPLA4",3342,"protein_coding",0.4219
"ENSG00000006757.12","ENST00000444736.5",12.5407971638589,15.0433610167185,12.1642354373636,12.5422863562696,12.9158696979436,12.3019854336426,10.7214670213321,22.1066305951808,"ENSG00000006757.12","PNPLA4",2752,"protein_coding",0.4128
"ENSG00000007255.10","ENST00000006275.8",86.4961093166474,54.5860653861736,65.4997292781119,91.6551695265852,102.333429145245,52.9931680218452,49.708619826176,61.0564083104994,"ENSG00000007255.10","TRAPPC6A",805,"protein_coding",0.6335
"ENSG00000007255.10","ENST00000585934.1",151.183852478033,84.6099495312944,164.685033613538,141.824314951663,147.042208868896,85.1675914636798,76.0249479694457,92.6373091607578,"ENSG00000007255.10","TRAPPC6A",758,"protein_coding",0.628
"ENSG00000007312.14","ENST00000349817.2",9.63730254234168,25.5250363550664,8.42139376432867,12.5422863562696,7.94822750642681,24.6039708672853,21.4429340426642,30.5282041552497,"ENSG00000007312.14","CD79B",378,"protein_coding",0.5714
"ENSG00000007312.14","ENST00000392795.7",120.027834588823,81.1026999247969,115.092381445825,113.845368464601,131.145753856042,68.1340731709438,60.4300868475081,114.743939755939,"ENSG00000007312.14","CD79B",1254,"protein_coding",0.5989
"ENSG00000007341.19","ENST00000361846.7",4.51148005180821,4.69507949423934,3.74284167303496,4.8239562908729,4.96764219151675,0.946306571818664,6.82275174084769,6.31618017005167,"ENSG00000007341.19","ST7L",4348,"nonsense_mediated_decay",0.44
"ENSG00000007341.19","ENST00000467335.5",9.60822170242584,6.27225711393711,11.2285250191049,9.64791258174581,7.94822750642681,5.67783943091198,6.82275174084769,6.31618017005167,"ENSG00000007341.19","ST7L",990,"protein_coding_CDS_not_defined",0.5242
"ENSG00000007341.19","ENST00000473206.5",9.66603972247045,9.47153314383012,8.42139376432867,9.64791258174581,10.9288128213369,13.2482920054613,7.79743056096879,7.36887686506028,"ENSG00000007341.19","ST7L",821,"protein_coding_CDS_not_defined",0.5189
"ENSG00000007341.19","ENST00000479436.5",1.89069350986569,5.29757829381602,4.6785520912937,0,0.993528438303351,5.67783943091198,3.8987152804844,6.31618017005167,"ENSG00000007341.19","ST7L",572,"protein_coding_CDS_not_defined",0.3969
"ENSG00000007376.8","ENST00000007264.7",51.7605640463225,25.6513390448409,57.0783355137832,38.5916503269832,59.611706298201,23.6576642954666,31.1897222438752,22.1066305951808,"ENSG00000007376.8","RPUSD1",2048,"protein_coding",0.6699
"ENSG00000007376.8","ENST00000561734.5",54.4628984069383,98.577971919098,60.8211771868182,58.8522667486494,43.7152512853474,98.415883469141,99.4172396523521,97.9007926358008,"ENSG00000007376.8","RPUSD1",2159,"protein_coding",0.6656
"ENSG00000007392.17","ENST00000293872.13",32.4775254342198,46.3445458093353,30.8784438025384,33.7676940361103,32.7864384640106,35.0133431572906,41.9111892652072,62.1091050055081,"ENSG00000007392.17","LUC7L",1434,"protein_coding",0.5356
"ENSG00000007392.17","ENST00000337351.8",5.78794567621099,9.24593920088549,6.54997292781119,3.85916503269832,6.95469906812346,8.51675914636798,9.74678820121099,9.4742702550775,"ENSG00000007392.17","LUC7L",2097,"protein_coding",0.5451
"ENSG00000007392.17","ENST00000397783.5",12.7856472163114,15.4401784399351,13.0999458556224,19.2958251634916,5.9611706298201,14.19459857728,19.493576402422,12.6323603401033,"ENSG00000007392.17","LUC7L",1504,"protein_coding",0.5412
"ENSG00000007541.17","ENST00000026218.9",12.1999274044525,9.82953091218612,13.0999458556224,11.577495098095,11.9223412596402,4.73153285909332,19.493576402422,5.26348347504306,"ENSG00000007541.17","PIGQ",2846,"protein_coding",0.6616
"ENSG00000007541.17","ENST00000321878.10",13.6915894750801,7.48907841919787,24.3284708747273,4.8239562908729,11.9223412596402,11.355678861824,5.84807292072659,5.26348347504306,"ENSG00000007541.17","PIGQ",2958,"protein_coding",0.665
"ENSG00000007541.17","ENST00000476438.1",11.9659164979289,4.20941822441076,1.87142083651748,25.0845727125391,8.94175594473016,6.62414600273065,3.8987152804844,2.10539339001722,"ENSG00000007541.17","PIGQ",1775,"retained_intron",0.6394
"ENSG00000008083.14","ENST00000341776.7",12.9874947967869,11.4128019235952,7.48568334606993,10.6127038399204,20.8640972043704,7.57045257454931,8.77210938108989,17.8958438151464,"ENSG00000008083.14","JARID2",6003,"protein_coding",0.4994
"ENSG00000008083.14","ENST00000397311.4",4.10321321231428,2.52348419151644,7.48568334606993,4.8239562908729,0,7.57045257454931,0,0,"ENSG00000008083.14","JARID2",5595,"protein_coding",0.5139
"ENSG00000008283.16","ENST00000360793.8",110.052859326469,90.311073297106,126.32090646493,94.5495433011089,109.288128213369,94.6306571818664,112.088064313926,64.2144983955253,"ENSG00000008283.16","CYB561",2929,"protein_coding",0.5685
"ENSG00000008283.16","ENST00000392976.5",75.524752236383,49.5455534721672,55.2069146772657,83.9368394611885,87.4305025706949,35.9596497291092,12.6708246615743,100.006186025818,"ENSG00000008283.16","CYB561",3151,"protein_coding",0.5795
"ENSG00000008294.22","ENST00000262013.12",56.0705401774422,51.893353183151,63.6283084415944,57.8874754904748,46.6958366002575,55.8320877373012,54.5820139267815,45.2659578853703,"ENSG00000008294.22","SPAG9",8276,"protein_coding",0.4217
"ENSG00000008294.22","ENST00000357122.8",9.91020245534875,9.95719441365871,14.9713666921399,4.8239562908729,9.93528438303351,7.57045257454931,10.7214670213321,11.5796636450947,"ENSG00000008294.22","SPAG9",4761,"protein_coding",0.4575
"ENSG00000008382.16","ENST00000359935.8",33.8349661109841,19.2045021701679,43.0426792399021,38.5916503269832,19.870568766067,9.46306571818664,16.5695399420587,31.5809008502583,"ENSG00000008382.16","MPND",1475,"protein_coding",0.6488
"ENSG00000008382.16","ENST00000599840.6",79.15298884869,58.8967703325203,63.6283084415944,101.303082108331,72.5275759961446,72.8656060300371,57.5060503871448,46.3186545803789,"ENSG00000008382.16","MPND",1614,"protein_coding",0.6475
"ENSG00000008710.20","ENST00000262304.9",14.7530877597828,12.9545161688963,16.8427875286573,13.5070776144441,13.9093981362469,13.2482920054613,8.77210938108989,16.8431471201378,"ENSG00000008710.20","PKD1",14140,"protein_coding",0.6697
"ENSG00000008710.20","ENST00000423118.5",14.7530877597828,12.9545161688963,16.8427875286573,13.5070776144441,13.9093981362469,13.2482920054613,8.77210938108989,16.8431471201378,"ENSG00000008710.20","PKD1",14135,"protein_coding",0.6698
"ENSG00000008853.18","ENST00000251822.7",10.7501222731783,4.90884973107657,17.7784979469161,14.4718688726187,0,9.46306571818664,0,5.26348347504306,"ENSG00000008853.18","RHOBTB2",5482,"protein_coding",0.5941
"ENSG00000008853.18","ENST00000692529.1",6.87806658778007,10.2371665632016,0,7.71833006539665,12.9158696979436,9.46306571818664,10.7214670213321,10.5269669500861,"ENSG00000008853.18","RHOBTB2",5551,"protein_coding",0.5812
"ENSG00000009307.17","ENST00000358528.9",212.511010393952,147.017712059868,215.21339619951,197.782207925789,224.537427056557,155.194277778261,163.746041780345,122.112816620999,"ENSG00000009307.17","CSDE1",4097,"protein_coding",0.4137
"ENSG00000009307.17","ENST00000686025.1",942.43875979549,780.195801503069,1002.14585795511,931.988355396645,893.182066034712,963.3400901114,745.62929739264,631.618017005167,"ENSG00000009307.17","CSDE1",4024,"protein_coding",0.411
"ENSG00000009954.11","ENST00000339594.9",98.7027744596762,117.226883805027,113.220960609308,97.4439170756327,85.4434456940882,119.234628049152,120.860173695016,111.585849670913,"ENSG00000009954.11","BAZ1B",6115,"protein_coding",0.4796
"ENSG00000009954.11","ENST00000404251.1",12.5215244905107,2.59441094030974,13.0999458556224,12.5422863562696,11.9223412596402,5.67783943091198,0,2.10539339001722,"ENSG00000009954.11","BAZ1B",5428,"protein_coding",0.4915
